id,below_poverty,total
55107,2258,14055
55109,4663,79563
55111,4771,57387
55113,3265,16668
55115,4622,40155
55117,8484,110507
55119,2290,19177
55121,2764,26898
55123,4351,28476
55125,2316,21566
55127,10578,96974
55129,2009,15441
55131,6689,126887
55133,15248,373838
55135,5021,49883
55137,2947,23347
55139,14879,150556
55141,5631,73204
56000,49051,509248
56001,6381,29814
56003,905,11237
56005,2398,40003
56007,1375,14371
56009,871,12824
56011,631,6240
56013,5171,36726
56015,1446,11271
56017,387,4499
56019,671,7916
56021,8040,84886
56023,1111,16132
56025,6652,69507
56027,222,2067
56029,2026,25936
56031,909,8293
56033,2319,27474
56035,259,7635
56037,2814,38279
56039,1543,20037
56041,2072,19930
56043,368,7627
56045,480,6544
